name,price,disc_price,brand,product_details,ratings,num_ratings
Kyungsung Jawoon Solution (110ml),S$27.50,S$19.20,CENTURY RECIPES,NaN,4.86 stars,7 reviews
White Dew Skin Refiner (120ml),S$40.40,NaN,LANEIGE,"Looking for bright, glowy skin? Laneige's White Dew range contains Saururus Chinensis extract that works effectively to lighten dark spots and even out skin coloration. It's also formulated with the glycol component of Phyto sugar water that moisturizes and brightens the skin. The skin refiner is a hydrating toner that whisks away leftover residue and preps the skin to take on the next step of your skincare routine, leaving it feeling supple, looking bright and feeling great. With continuous use, you'll be left with a complexion that's supple and radiant, and who doesn't want that?",4.71 stars,41 reviews
Aqua Peel Toner (250ml),S$19.90,NaN,MAMONDE,"We love a a good beauty multitasker, and Mamonde's Aqua Peel Toner is right up our alley! This hydrating toner contains AHA and Japanese apricot enzyme to exfoliate away dead skin with ease, leaving the skin feeling fresh, soft and prepped for the next skincare product. It also has Japanese apricot flower extract to soothe and hydrate the skin, keeping it nice and supple to the touch.",4.84 stars,31 reviews
Jeju Cherry Blossom Skin (200ml),S$23,NaN,INNISFREE,NaN,4.50 stars,6 reviews
Bija Cica Gel EX (40ml),S$26.40,NaN,INNISFREE,NaN,4.64 stars,14 reviews
No-Sebum Lotion (100ml),S$16.10,NaN,INNISFREE,NaN,4.72 stars,29 reviews
Midnight Blue Calming Cream (30ml),S$33.20,NaN,"DEAR, KLAIRS","When all you see is red, maybe it's about time you add in some blue into your beauty regime. Dear, Klairs' Midnight Blue Calming Cream is a gentle cream that gently but effectively soothes irritations. Don't let the size fool you; a little goes a long way with this product and thanks to its calming ingredients like Guaiazulene and Centella Asiatica extracts, you'll be left with healthy, evenly toned skin. It's no wonder this little jar is one of their best sellers, loved by K-beauty enthusiasts all over the world!",4.55 stars,88 reviews
Rich Moist Foaming Cleanser (100ml),S$24.10,NaN,"DEAR, KLAIRS","Sure, cleansers are needed to ensure your skin stays clean, but they can have a reputation for stripping the skin off its natural oils, leaving it too dry. Say bye-bye to that dreaded tight feeling and hello to Dear, Klair's Rich Moist Foaming Cleanser! Formulated with amino acids, hyaluronic acid, ceramide 3 and olive oil, this nourishing cleanser clears the skin of dirt and impurities while ensuring it still stays hydrated and plump. It also helps to balance the pH of the skin and smoothens rough textures, leaving the skin even and supple to the touch.",4.54 stars,56 reviews
Super Aqua Max Watery Essence (42g),S$17.60,NaN,NATURE REPUBLIC,"Just like a cool, tall drink on a sunny day, Nature Republic's Super Aqua Max Essence is a concentrate that offers ultimate hydration for dull, parched skin. Made with deep sea water harvested 915m below the surface in Kona, Hawaii, this product is packed with minerals and nutrients that nourish your skin from within. It doesn't just stop there; it also contains a range or maritime extracts that provide your skin with rich hydration properties as well as protection from harmful externalities. We love the delightfully fresh scent that comes with it too!",4.73 stars,96 reviews
Dr.Belmeur Daily Repair Moisturizer (120ml),S$22.90,NaN,THE FACE SHOP,NaN,4.40 stars,10 reviews
Kyungsung Jawoon Facial Cleanser (120ml),S$25.30,S$17.70,CENTURY RECIPES,NaN,4.33 stars,6 reviews
Rose Quartz Angel Wing,S$36.60,NaN,JARDIN,"Massage your way to a better, more holistic lifestyle with the Rose Quartz Angel Wing. Made from 100% natural Brazilian rose quartz, this uniquely shaped gua sha massager uses pressure points to help improve circulation and soothe stress. Use it on both your face and body for a holistic experience that’ll help your beauty shine from within.",4.33 stars,3 reviews
Oatmeal Therapy Peeling Gel (100ml),S$8.30,NaN,CALMIA,"Going out and about under the sun? Then we've got the perfect sunblock for you, literally! Calmia's Perfect Outdoor Sun Block has an SPF of 50+, PA+++ to keep UVA and UVB rays at bay, while ingredients like green tea, Centella Asiatica, and licorice root extract soothe the skin. It's moisturizing, lightweight texture leaves the skin feeling hydrated and fresh. Best of all, it's waterproof so you won't have to worry about the waves rinsing your protection away!",4.25 stars,123 reviews
Gentle Black Sugar Facial Polish (110g),S$31.80,NaN,"DEAR, KLAIRS",NaN,4.50 stars,30 reviews
Gentle Black Deep Cleansing Oil (150ml),S$31.20,NaN,"DEAR, KLAIRS","There's something just super satisfying about seeing your makeup wash right down the drain at the end of the day! Keep your skin clean from grime and unwanted makeup with Dear, Klair's Gentle Black Deep Cleansing Oil. This formula is made with a mix of nourishing ingredients like shea butter, black bean, black sesame, blackcurrant and jojoba oils to draw out impurities from the skin, leaving the skin feeling fresh and plump to the touch. It's made without artificial coloring, alcohol, parabens or artificial fragrances, making this suitable even for those of us with sensitive skin.",4.82 stars,56 reviews
MEALADE SET,S$38.90,S$19.40,MEALADE,NaN,4.25 stars,4 reviews
Fresh Calming Balancing Serum (80ml),S$38.70,NaN,LANEIGE,NaN,5.00 stars,5 reviews
Aloe Propolis Soothing Gel (100ml),S$26,S$21.20,BENTON,NaN,4.00 stars,1 review
Hyaluron Vita Oil Foam (110g),S$25.40,S$17.60,MAXCLINIC,NaN,5.00 stars,3 reviews
Multi Cell Night Repair Ampoule (50ml),S$23.70,NaN,SECRET KEY,Manages your skin moisturized while you are in sleep. A drop of miracle that your skin remembers! It gives you deep moisturizing before you go to bed. It keeps your skin moisturized and healthy by giving enriching nutrition and moisture with small amount of ampoule. It has great texture with smooth and silky spreading feeling on to your skin.,4.67 stars,3 reviews
The Chok Chok Green Tea No-Wash Cleansing Water (300ml),S$15.10,NaN,TONYMOLY,NaN,4.85 stars,27 reviews
Peeling Cotton Pad (40 Sheets),S$3.40,NaN,RIRE,NaN,4.76 stars,42 reviews
White Dew Emulsion (100ml),S$43.40,NaN,LANEIGE,"Looking for bright, glowy skin? Laneige's White Dew range contains Saururus Chinensis extract that works effectively to lighten dark spots and even out skin coloration. It's also formulated with the glycol component of Phyto sugar water that moisturizes and brightens the skin. The emulsion is a lightweight moisturizer that penetrates easily into the skin, leaving it feeling supple, looking bright and feeling great. With continuous use, you'll be left with a complexion that's supple and radiant, and who doesn't want that?",4.73 stars,51 reviews
Whitening Milky Soft Cream (50ml),S$14.90,NaN,ONSAEMEEIN,"Instantly brighten your skin like magic with Onsaemeein's Whitening Milky Soft Cream! This luxurious product glides over the skin, instantly lightening and evening out the tone of the skin with niacinamide, giving you a bright, radiant look. It's also infused with snail mucin extract and shea butter to moisturize, repair and soothe the skin, ensuring it stays and looks healthy. Best of all, this formula is ultra gentle on the skin, making it suitable for all skin types.",4.41 stars,114 reviews
Golden Monkey Glamour Lip 3 Step (1ea),S$3.60,NaN,HOLIKA HOLIKA,"Plump, full lips are always in trend, so here's how you can prep your lips so they're smooth and kissable to the touch! This Gold Monkey Glamour Lip kit from Holika Holika works in 3 steps to get a perfectly delicious pout: a peeling patch infused with pure gold and cellulose to exfoliate and smooth out the skin; a volume lip pack containing hyaluronic acid and collagen to hydrate and soothe lips; and a honey essence to moisturize and nourish the lips for that perfect pout. Get ready to pucker up!",4.75 stars,102 reviews
Green Piggy Collagen Jella Pack (100g),S$17.50,NaN,ELIZAVECCA,"Here's another one to add to your beauty books: pig collagen! Elizavecca's Green Piggy Collagen Jella Pack contains 50,000mg of the good stuff to moisturize and improve the elasticity of the skin. This pudding-like mask doesn't leave the skin feeling oily and helps reduce the appearance of pores and wrinkles. The skin is left feeling plump, fresh and bouncy to the touch!

This product contains NON-HALAL ingredient: PIG COLLAGEN.",4.65 stars,161 reviews
All Kill Blackhead Bubble Pack Cleanser_The Red (50ml),S$23.10,S$12.70,RIRE,NaN,0.00 stars,
A’BLOOM Starter Kit,S$26,S$17,A'BLOOM,"Not sure where to start? A’bloom’s Starter Kit is the perfect place to get acquainted with our iconic essentials! Try out our best-selling Fruit Sheet Masks in all 6 flavors, as well as our BHA Blackhead Blaster that’ll help remove blackheads without the pain. It also includes our Baby Meringue Puffs for the perfect complexion, and a Brow Wow Eyebrow Pencil of your choice to keep your face framed and brows defined.",4.67 stars,3 reviews
Soothe 3 in 1 Fixence Mist (60ml),S$7.80,NaN,KEEP COOL,NaN,4.00 stars,2 reviews
Galactomyces 100% Natural Face Serum (50ml),S$16,NaN,ONSAEMEEIN,"We're just going to say it: this bottle from Onsaemeein contains 100% Galactomyces ferment filtrate, that's it! The pure stuff is amazing for the complexion: it helps with skin cell turnover and smoothens out roughness while moisturizing and improving its elasticity as well. Incorporate this into your beauty regime to really improve both the look and feel of your skin!",4.67 stars,69 reviews
All Around Safe Block Velvet Finish Sun Milk (70ml),S$23.80,S$20.20,MISSHA,"If you’re looking for sun milk that softens skin texture and evenly corrects your skin tone, this is the product for you!",4.88 stars,16 reviews
Clean it Zero Cleansing Balm (100ml)_Nourishing,S$25.90,NaN,BANILA CO,"We know how difficult and tedious makeup removal is; it can sometimes feel like a war that stubborn waterproof products are winning. Banila Co.'s Clean It Zero Cleansing Balm is our secret weapon to clean, fresh skin! This silky balm melts away dirt, residue and long wearing makeup, emulsifying with water into a milk-coloured solution that washes everything down the drain. Made for normal to dry skin types, the Nourishing version has moisturizing and anti-aging properties. A definite must-have in your stash that'll keep your skin looking radiant and feeling supple.",5.00 stars,6 reviews
Jeju Orchid Sleeping Mask (80ml),S$20.40,NaN,INNISFREE,NaN,5.00 stars,14 reviews
Skinny Blackhead Closing Serum (40ml),S$9.40,NaN,RIRE,"Getting blackheads out of your pores is only half the battle: you'll have to ensure your pores are shrunk too so they don't return back quickly! Rire's Skinny Blackhead Closing Serum is a lightweight concentrate that you'll want to keep handy to ensure your pores are sealed and minimized for effective blackhead removal. It helps control excess sebum production too, so it's especially great for keeping oil at bay. Here's a little tip: keep this in the fridge before use for a refreshing finish and even better results!",4.41 stars,78 reviews
Toner Mate 2 in 1 Cotton Pad (120ea),S$15.80,NaN,"DEAR, KLAIRS","Klairs's Toner Mate 2-in-1 Cotton Pads come in a box that features cotton pads of two finishes: compressed cotton and sponge cotton. The compressed cotton ones are perfect for whisking away dead skin cells, cleansing your skin and prepping it to take on your skincare routine, while the sponge cotton is super absorbent, perfect for creating a quick pack to soothe redness with your toner.",5.00 stars,68 reviews
Carbonated Scoria Bubble Mask Pack (100ml),S$16.20,NaN,ONSAEMEEIN,"Bubble, bubble, clogged skin causing you trouble? Allow Onsaemeein's Carbonated Scoria Bubble Mask to deep cleanse and clean them up for you! Formulated with carbonated water and volcanic scoria extracts, this self-bubbling mask pulls out impurities from the pores, effectively minimizing and shrinking them for an even complexion. A mix of horse oil and snail mucin extracts replenish the skin with moisture, leaving you with skin that's fresh, clean and supple to the touch.",4.54 stars,132 reviews
