name,price,disc_price,brand,product_details,ratings
Fermented Complex 94 Boosting Essence (150ml),RM78,NaN,PURITO,NaN,4.72 stars
Green Tea Cleansing Oil (150ml),RM70,NaN,INNISFREE,NaN,5.00 stars
Soon Jung Moist Relief All In One Gel (120ml),RM47,NaN,ETUDE HOUSE,NaN,4.50 stars
Floral Hydro Ampoule Toner (150ml),RM67,NaN,MAMONDE,NaN,3.50 stars
Mist Toner (100ml),RM48,NaN,PYUNKANG YUL,"Immediately quench thirsty, sensitive skin with Pyunkang Yul's Mist Toner! This cooling, hydrating mist instantly soothes sensitive, parched skin and transforms it into a glowing, supple complexion. A combination of barberry root extract, hyaluronic acid and glycerin creates a protective moisture barrier on the skin, preventing dehydration. Use it on its own, or mist over makeup to give your look a refreshing boost!",5.00 stars
Soft Airy UV Essence (80ml),RM93,NaN,"DEAR, KLAIRS","Protecting your skin from the harmful UV rays does not have to be an extreme sport, especially with DEAR, KLAIRS Soft Airy UV Essence. It is a lightweight water-based sunscreen that does not give off a white cast so you can avoid looking ghostly white in flash photography! Friendly to all skin types, this product contains high SPF and PA to protect your skin from UVA/UVB rays without making your skin oily. It also contains hydrating and brightening properties - thanks to Glycerin and Niacinamide!",4.76 stars
AHA 7 Whitehead Power Liquid (100ml),RM78,NaN,COSRX,"Banish those whiteheads with COSRX's AHA 7 Whitehead Power Liquid! This formula is made with 75% apple fruit water and 7% glycolic acid, creating AHA that gently exfoliates the skin. It helps purifies the pores, effectively ridding them of impurities while minimizing them to prevent whitehead buildup. It also contains hyaluronic acid to moisturize and repair the skin, leaving your complexion looking radiant, smooth and bouncy to the touch!",4.38 stars
Hell Pore Control Hyaluronic Acid 97% (50ml),RM47,NaN,ELIZAVECCA,NaN,4.67 stars
Blackhead Silk Finger Ball (12ea),RM16,NaN,COSRX,"What better way to get silky, smooth skin than, well, with silk? CosRX's Blackhead Silk Finger Balls are 100% natural silkworm cocoons that exfoliate away impurities from the skin. When soaked in warm water, it takes on a more tender, almost jelly-like texture that is gentle on the skin, effectively ridding the complexion of whiteheads, blackheads and dead skin cells with ease. The result is soft, smooth, clean skin that's perfectly prepped to take on your skincare products!",4.00 stars
The True Cream - Aqua bomb (50ml),RM164,NaN,BELIF,"A cult favorite in the Korean beauty scene, this is a super lightweight oil-free cream-gel that 'bursts' and refreshes the skin while providing it with rich hydration. Formulated with lady's mantle that's rich in antioxidants, this moisturizer helps to neutralize skin-damaging free radicals while improving skin's elasticity and minimizing pores. This weightless formula absorbs into the skin quickly and completely, keeping your skin soft and supple without leaving behind any sticky residue. The best part about this? It's formulated without any mineral oils, synthetic fragrances, dyes, preservatives or animal origin ingredients, making this suitable even for those of us with sensitive skins.",4.74 stars
Pure Block Tone-Up Sun Base SPF50+ PA+++ (50ml),RM25,NaN,A'PIEU,NaN,5.00 stars
Glowy Make Up Serum (30ml),RM99,NaN,LANEIGE,NaN,4.92 stars
Magic Stone Original (100g),RM42,NaN,APRILSKIN,"We thought April Skin's Magic Stone Soap was all hokus pokus because we couldn't believe how raved about it was, but boy were we wrong! Made with a concoction of herbal natural ingredients including shea butter, fresh green mud and hyaluronic acid, this cleanser deeply purifies the skin to remove all kinds of impurities from your skin, makeup included! This bar is no ordinary soap: leave it on for 30 seconds as a pack before rinsing off to let it nourish your skin. ",4.82 stars
Pure Block Daily Sun Cream SPF45 PA+++ (50ml),RM25,NaN,A'PIEU,NaN,5.00 stars
Multi Cell Night Repair Ampoule (50ml),RM71,NaN,SECRET KEY,Manages your skin moisturized while you are in sleep. A drop of miracle that your skin remembers! It gives you deep moisturizing before you go to bed. It keeps your skin moisturized and healthy by giving enriching nutrition and moisture with small amount of ampoule. It has great texture with smooth and silky spreading feeling on to your skin.,4.67 stars
Bio-Peel Gauze Peeling Green Tea (30ea),RM95,RM74,NEOGEN,"Don't let the idea of skin peeling scare you! Neogen's Bio-Peel Gauze Peeling pads combine both manual and chemical exfoliation with an ultra-gentle formula to give you soft, smooth skin. With a unique 3-layer system, these pads effectively remove dead skin cells, hydrate and encourage skin renewal for a smooth, healthy complexion. This version is infused with green tea and Centella extracts to moisturize, soothe and repair the skin while controlling sebum production as well, leaving you with a fresh and healthy complexion.",5.00 stars
Low PH BHA Overnight Mask (50ml),RM65,NaN,COSRX,NaN,4.56 stars
Real Fresh Foam Cranberry (160g),RM75,RM54,NEOGEN,NaN,4.27 stars
Clean it Zero Cleansing Balm (100ml)_Nourishing,RM79,NaN,BANILA CO,"We know how difficult and tedious makeup removal is; it can sometimes feel like a war that stubborn waterproof products are winning. Banila Co.'s Clean It Zero Cleansing Balm is our secret weapon to clean, fresh skin! This silky balm melts away dirt, residue and long wearing makeup, emulsifying with water into a milk-coloured solution that washes everything down the drain. Made for normal to dry skin types, the Nourishing version has moisturizing and anti-aging properties. A definite must-have in your stash that'll keep your skin looking radiant and feeling supple.",5.00 stars
All Around Safe Block Velvet Finish Sun Milk (70ml),RM72,RM61,MISSHA,"If you’re looking for sun milk that softens skin texture and evenly corrects your skin tone, this is the product for you!",4.88 stars
Oatmeal Therapy Cleansing Oil (200ml),RM42,NaN,CALMIA,"Just another breakfast food? Think again! Oatmeal is more than just delicious with fruits and honey, it's pack with antioxidants and purifying properties to ensure your skin is youthful and healthy. This cleansing oil helps to remove makeup and contains oatmeal extracts to deep cleanse the skin while ensure it stays nice and moisturized. The result is clean, soft skin that's bouncy to the touch.",4.18 stars
White Dew Skin Refiner (120ml),RM120,NaN,LANEIGE,"Looking for bright, glowy skin? Laneige's White Dew range contains Saururus Chinensis extract that works effectively to lighten dark spots and even out skin coloration. It's also formulated with the glycol component of Phyto sugar water that moisturizes and brightens the skin. The skin refiner is a hydrating toner that whisks away leftover residue and preps the skin to take on the next step of your skincare routine, leaving it feeling supple, looking bright and feeling great. With continuous use, you'll be left with a complexion that's supple and radiant, and who doesn't want that?",4.71 stars
Water Sleeping Mask Lavender (70ml),RM108,NaN,LANEIGE,"Your favorite sleeping mask now comes in a Lavender scent! Wake up beautiful with the world's best-selling sleeping mask! With 1 sold every 12 secs, this light gel mask provides intensive hydration, vitality and brightening effect while restoring skin with deep relaxation. This product contains a number of patents including the SLEEP-TOX??technology that purifies skin during sleep, keeping it in optimum condition while MOISTURE WRAP??helps skin retain moisture throughout the night. It also has an aromatic SLEEPSCENT??helps you relax during sleep. Best of all, it's also formulated with skin soothing agents that are gentle on the sleeping skin, helping it to recover overnight.",4.75 stars
White Dew Original Ampule Essence (40ml),RM197,NaN,LANEIGE,"Looking for bright, glowy skin? These drops of light from Laneige contain Saururus Chinensis extract that works effectively to lighten dark spots and even out skin coloration. It's also formulated with the glycol component of Phyto sugar water that moisturizes and brightens the skin. What all that means is that with continuous use, you'll be left with a complexion that's supple and radiant, and who doesn't want that?",4.55 stars
Gentle Black Deep Cleansing Oil (150ml),RM93,NaN,"DEAR, KLAIRS","There's something just super satisfying about seeing your makeup wash right down the drain at the end of the day! Keep your skin clean from grime and unwanted makeup with Dear, Klair's Gentle Black Deep Cleansing Oil. This formula is made with a mix of nourishing ingredients like shea butter, black bean, black sesame, blackcurrant and jojoba oils to draw out impurities from the skin, leaving the skin feeling fresh and plump to the touch. It's made without artificial coloring, alcohol, parabens or artificial fragrances, making this suitable even for those of us with sensitive skin.",4.82 stars
Golden Monkey Glamour Lip 3 Step (1ea),RM11,NaN,HOLIKA HOLIKA,"Plump, full lips are always in trend, so here's how you can prep your lips so they're smooth and kissable to the touch! This Gold Monkey Glamour Lip kit from Holika Holika works in 3 steps to get a perfectly delicious pout: a peeling patch infused with pure gold and cellulose to exfoliate and smooth out the skin; a volume lip pack containing hyaluronic acid and collagen to hydrate and soothe lips; and a honey essence to moisturize and nourish the lips for that perfect pout. Get ready to pucker up!",4.75 stars
Miracle Seed Essence (150ml),RM205,NaN,PRIMERA,"One of Primera's bestsellers, the Miracle Seed Essence is made with 93.1% lotus seed extract, which contains high levels of amino acids and linoleic acid to moisturize dry and dull skin. With flavonoid and polyphenol, this product reduces the production of active oxygen to improve the health of the skin. This almost gel-textured essence plumps up the skin, giving it even texture and skin tone as it hydrates the skin well. Your skin will thank you and feel supple all day!",4.76 stars
Super Aqua Max Watery Essence (42g),RM50,NaN,NATURE REPUBLIC,"Just like a cool, tall drink on a sunny day, Nature Republic's Super Aqua Max Essence is a concentrate that offers ultimate hydration for dull, parched skin. Made with deep sea water harvested 915m below the surface in Kona, Hawaii, this product is packed with minerals and nutrients that nourish your skin from within. It doesn't just stop there; it also contains a range or maritime extracts that provide your skin with rich hydration properties as well as protection from harmful externalities. We love the delightfully fresh scent that comes with it too!",4.73 stars
Peach Facial Clear Brush,RM39,NaN,CORINGCO,NaN,4.56 stars
Nude Fantasy Whitening Cream (55ml),RM65,NaN,CHICA-Y-CHICO,NaN,4.41 stars
Time Return Melatonin Cream (25g),RM115,RM38,MAXCLINIC,NaN,5.00 stars
Acne Cream (50ml),RM59,NaN,PYUNKANG YUL,NaN,4.39 stars
Hell-Pore Clean Up Mask (100ml),RM53,NaN,ELIZAVECCA,"Dubbed as ""The Most Painful Mask Ever"", Elizavecca's Hell Pore Clean Up Mask has certainly earned a name for itself! Don't let that scare you though, this mask banishes blackheads, dead skin cells and even unwanted baby hair for a complexion that's clean, fresh and irresistibly smooth. Infused with charcoal, Chinese pea shrub and camellia flower extracts, this peel off mask helps to remove sebum, minimize pores as well as improve skin texture. See if you can peel it all off in one shot! Ready for the challenge?",4.24 stars
